social_id,customer_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate
SOC002098,CUST2098,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002099,CUST2099,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002100,CUST2100,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002101,CUST2101,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002102,CUST2102,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC002103,CUST2103,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002104,CUST2104,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002105,CUST2105,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002106,CUST2106,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC002107,CUST2107,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002108,CUST2108,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002109,CUST2109,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002110,CUST2110,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002111,CUST2111,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002112,CUST2112,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002113,CUST2113,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002114,CUST2114,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002115,CUST2115,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002116,CUST2116,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002117,CUST2117,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002118,CUST2118,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002119,CUST2119,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002120,CUST2120,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002121,CUST2121,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002122,CUST2122,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002123,CUST2123,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002124,CUST2124,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002125,CUST2125,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002126,CUST2126,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002127,CUST2127,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002128,CUST2128,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002129,CUST2129,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002130,CUST2130,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002131,CUST2131,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002132,CUST2132,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002133,CUST2133,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002134,CUST2134,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002135,CUST2135,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002136,CUST2136,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002137,CUST2137,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002138,CUST2138,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002139,CUST2139,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002140,CUST2140,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002141,CUST2141,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002142,CUST2142,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002143,CUST2143,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC002144,CUST2144,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002145,CUST2145,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002146,CUST2146,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002147,CUST2147,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002148,CUST2148,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002149,CUST2149,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002150,CUST2150,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002151,CUST2151,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002152,CUST2152,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002153,CUST2153,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002154,CUST2154,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002155,CUST2155,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002156,CUST2156,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002157,CUST2157,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002158,CUST2158,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002159,CUST2159,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002160,CUST2160,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002161,CUST2161,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002162,CUST2162,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002163,CUST2163,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002164,CUST2164,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002165,CUST2165,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC002166,CUST2166,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002167,CUST2167,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002168,CUST2168,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002169,CUST2169,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002170,CUST2170,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002171,CUST2171,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002172,CUST2172,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002173,CUST2173,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002174,CUST2174,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002175,CUST2175,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002176,CUST2176,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002177,CUST2177,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002178,CUST2178,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002179,CUST2179,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002180,CUST2180,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002181,CUST2181,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002182,CUST2182,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC002183,CUST2183,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002184,CUST2184,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002185,CUST2185,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002186,CUST2186,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC002187,CUST2187,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002188,CUST2188,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002189,CUST2189,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002190,CUST2190,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002191,CUST2191,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002192,CUST2192,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002193,CUST2193,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002194,CUST2194,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002195,CUST2195,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002196,CUST2196,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002197,CUST2197,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002198,CUST2198,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002199,CUST2199,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002200,CUST2200,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002201,CUST2201,Instagram,48,102,31,Short Reels,High,Yes,6.7,Short Video,23,0.26
SOC002202,CUST2202,YouTube,27,45,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC002203,CUST2203,Instagram,61,134,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002204,CUST2204,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002205,CUST2205,Instagram,56,123,38,Short Reels,High,Yes,7.5,Short Video,29,0.29
SOC002206,CUST2206,Twitter,18,30,7,Match Highlights,Medium,No,3.5,Carousel Post,7,0.09
SOC002207,CUST2207,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002208,CUST2208,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,9,0.11
SOC002209,CUST2209,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002210,CUST2210,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002211,CUST2211,Instagram,50,108,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002212,CUST2212,YouTube,29,50,13,Match Analysis,High,Yes,4.8,Long Video,13,0.15
SOC002213,CUST2213,Instagram,62,136,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002214,CUST2214,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002215,CUST2215,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002216,CUST2216,YouTube,30,53,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002217,CUST2217,Instagram,41,87,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22
SOC002218,CUST2218,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002219,CUST2219,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002220,CUST2220,Twitter,16,26,6,Match Analysis,Medium,No,3.3,Carousel Post,6,0.08
SOC002221,CUST2221,Instagram,47,99,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002222,CUST2222,YouTube,26,44,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002223,CUST2223,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002224,CUST2224,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002225,CUST2225,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC002226,CUST2226,Twitter,19,31,7,Match Highlights,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002227,CUST2227,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002228,CUST2228,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002229,CUST2229,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002230,CUST2230,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002231,CUST2231,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002232,CUST2232,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002233,CUST2233,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002234,CUST2234,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002235,CUST2235,Instagram,53,117,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002236,CUST2236,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002237,CUST2237,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002238,CUST2238,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002239,CUST2239,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002240,CUST2240,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002241,CUST2241,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002242,CUST2242,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002243,CUST2243,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002244,CUST2244,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002245,CUST2245,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002246,CUST2246,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002247,CUST2247,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002248,CUST2248,YouTube,25,40,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002249,CUST2249,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002250,CUST2250,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002251,CUST2251,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002252,CUST2252,YouTube,29,51,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002253,CUST2253,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002254,CUST2254,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002255,CUST2255,Instagram,54,116,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002256,CUST2256,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002257,CUST2257,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002258,CUST2258,Facebook,12,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC002259,CUST2259,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002260,CUST2260,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002261,CUST2261,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002262,CUST2262,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002263,CUST2263,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002264,CUST2264,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002265,CUST2265,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002266,CUST2266,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002267,CUST2267,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002268,CUST2268,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002269,CUST2269,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002270,CUST2270,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002271,CUST2271,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002272,CUST2272,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002273,CUST2273,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002274,CUST2274,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002275,CUST2275,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002276,CUST2276,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002277,CUST2277,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC002278,CUST2278,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002279,CUST2279,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002280,CUST2280,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002281,CUST2281,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002282,CUST2282,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002283,CUST2283,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC002284,CUST2284,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002285,CUST2285,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002286,CUST2286,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002287,CUST2287,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002288,CUST2288,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002289,CUST2289,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002290,CUST2290,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002291,CUST2291,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002292,CUST2292,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002293,CUST2293,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002294,CUST2294,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002295,CUST2295,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002296,CUST2296,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002297,CUST2297,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002298,CUST2298,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002299,CUST2299,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002300,CUST2300,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002301,CUST2301,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002302,CUST2302,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002303,CUST2303,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002304,CUST2304,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002305,CUST2305,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC002306,CUST2306,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002307,CUST2307,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002308,CUST2308,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002309,CUST2309,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002310,CUST2310,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002311,CUST2311,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002312,CUST2312,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002313,CUST2313,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002314,CUST2314,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002315,CUST2315,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002316,CUST2316,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002317,CUST2317,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002318,CUST2318,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002319,CUST2319,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002320,CUST2320,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002321,CUST2321,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002322,CUST2322,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC002323,CUST2323,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002324,CUST2324,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002325,CUST2325,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002326,CUST2326,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC002327,CUST2327,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002328,CUST2328,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002329,CUST2329,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002330,CUST2330,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002331,CUST2331,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002332,CUST2332,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002333,CUST2333,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002334,CUST2334,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002335,CUST2335,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002336,CUST2336,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002337,CUST2337,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002338,CUST2338,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002339,CUST2339,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002340,CUST2340,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002341,CUST2341,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002342,CUST2342,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002343,CUST2343,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002344,CUST2344,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002345,CUST2345,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002346,CUST2346,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002347,CUST2347,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002348,CUST2348,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002349,CUST2349,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002350,CUST2350,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002351,CUST2351,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002352,CUST2352,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002353,CUST2353,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002354,CUST2354,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002355,CUST2355,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002356,CUST2356,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002357,CUST2357,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002358,CUST2358,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002359,CUST2359,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002360,CUST2360,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002361,CUST2361,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002362,CUST2362,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002363,CUST2363,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC002364,CUST2364,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002365,CUST2365,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002366,CUST2366,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002367,CUST2367,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002368,CUST2368,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002369,CUST2369,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002370,CUST2370,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002371,CUST2371,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
